car_maker_name,car_segment_name,energy,body_style,code_age,age_years,log_total_vehicles
AUDI,A3,DIES,BERLINE,11 years and older,10.8,6.868492939245015
AUDI,A4,HYB-ESS,BERLINE,11 years and older,8.9,8.532391376918802
MERCEDES,Classe E,ESS-MHEV,BREAK,6 to 10 years old,6.4,5.409244431388112
MERCEDES,Classe E,DIES,BERLINE,1 year old,7.4,3.551452709874342
MERCEDES,Classe C,ESS,BERLINE,3 to 5 years old,4.7,4.628202472749823
AUDI,TT,DIES,COUPE,Less than 1 year old,6.7,4.6276749203694205
BMW,X6,DIES,SUV,6 to 10 years old,4.8,6.114367210265557
MERCEDES,Classe C,DIES,BERLINE,6 to 10 years old,11.9,4.765665094100681
MERCEDES,Classe C,DIES,BREAK,6 to 10 years old,10.3,6.457151748841723
SKODA,Octavia,ESS,BERLINE,1 year old,12.0,6.882192192381733
MERCEDES,Classe E,DIES,CABRIOLET,Less than 1 year old,1.5,1.610213061770673
MINI,Mini,HYB-ESS,BERLINE,11 years and older,4.3,8.802530625698797
MERCEDES,Classe C,ESS,BERLINE,2 years old,0.5,1.839828856836481
FORD,Kuga,DIES,SUV,11 years and older,3.9,5.210930862757702
MERCEDES,Classe C,DIES,COUPE,11 years and older,9.9,3.8772328771714806
PEUGEOT,3008,ESS,MONOSPACE,11 years and older,10.4,9.184859208893768
MERCEDES,Classe E,DIES,BERLINE,11 years and older,0.6,2.579475288076972
RENAULT,Megane,ESS-MHEV,BERLINE,3 to 5 years old,3.2,6.432103738924546
MERCEDES,Classe M,ESS,SUV,6 to 10 years old,1.4,9.828723453908422
MERCEDES,Classe E,DIES,BERLINE,3 to 5 years old,4.1,6.946997311687204
AUDI,A7,ELEC,BERLINE,1 year old,0.7,5.217048628658915
MERCEDES,Classe E,DIES,COUPE,11 years and older,11.6,6.060529298239497
MERCEDES,Classe C,DIES,BERLINE,6 to 10 years old,6.0,2.2197149336766637
BMW,Serie 7,DIES,BERLINE,3 to 5 years old,8.5,8.73382683925012
MERCEDES,Classe C,ESS,BERLINE,6 to 10 years old,11.9,5.675741210876175
MERCEDES,Classe C,ESS,BREAK,11 years and older,2.6,7.959296712627369
FORD,Kuga,ESS,SUV,3 to 5 years old,10.7,5.4346596155961215
AUDI,A4,ESS,BERLINE,3 to 5 years old,10.1,3.2221532147293788
VOLKSWAGEN,Passat,LPG,BERLINE,3 to 5 years old,11.7,4.773161955569199
JEEP,Renegade,ESS,SUV,Less than 1 year old,3.3,5.8135324755806
MERCEDES,Classe C,DIES,BERLINE,2 years old,0.6,5.391527530816422
VOLKSWAGEN,Golf,ESS,BERLINE,11 years and older,3.9,2.6424127577722105
AUDI,A7,DIES,BERLINE,1 year old,4.1,7.671448231339883
BMW,Serie 3,ESS,BERLINE,6 to 10 years old,1.4,1.9516891710118804
AUDI,A4,ESS,BREAK,11 years and older,8.9,3.424428816892404
MERCEDES,Classe E,ESS,BERLINE,11 years and older,5.2,6.333521938041985
FORD,Kuga,ESS,SUV,1 year old,0.5,3.894038599428182
MERCEDES,Classe E,ESS,BERLINE,11 years and older,12.0,2.694735599599113
MERCEDES,Classe E,ESS,BREAK,1 year old,4.0,7.89614649009296
VOLKSWAGEN,Multivan,ESS,UTILITAIRE,2 years old,0.5,5.296910976224948
PEUGEOT,206,DIES,BERLINE,Less than 1 year old,1.3,6.009755580436249
MERCEDES,Classe C,ESS,BERLINE,11 years and older,12.0,7.4081794972631
VOLKSWAGEN,Passat,HYB-ESS,BERLINE,2 years old,10.8,7.83084659323883
HYUNDAI,Santa Fe,ESS,SUV,6 to 10 years old,10.8,4.917671878177634
RENAULT,Megane,ESS,BERLINE,6 to 10 years old,10.6,7.108773068532157
DACIA,Logan,ESS,BERLINE,6 to 10 years old,0.5,3.0966172735039565
FORD,Focus,ESS,CABRIOLET,11 years and older,9.9,9.675611123319296
MERCEDES,Classe E,ESS,BERLINE,2 years old,4.4,3.1655908996399216
MERCEDES,Classe C,DIES,BERLINE,Less than 1 year old,8.7,4.574555872654102
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,2.3,3.4390562318224003
MERCEDES,Classe E,DIES,COUPE,11 years and older,0.6,6.823854991566191
MERCEDES,Classe E,ESS,BERLINE,3 to 5 years old,0.6,2.6384029323164073
MERCEDES,Classe C,DIES,BREAK,3 to 5 years old,10.4,5.2827304590990165
PEUGEOT,607,HYB-ESS,BERLINE,6 to 10 years old,3.1,2.0144839287469463
BMW,X3,ESS,SUV,6 to 10 years old,7.1,5.558713789122087
FORD,Fiesta,ESS,BERLINE,3 to 5 years old,8.8,8.619646196026201
PEUGEOT,3008,DIES,SUV,11 years and older,1.0,1.2471563049649808
DACIA,Duster,DIES,SUV,11 years and older,0.7,6.510891146658726
VOLKSWAGEN,Passat,CNG,BERLINE,3 to 5 years old,2.0,4.376191294680453
FORD,Mondeo,ESS,BERLINE,6 to 10 years old,10.7,6.4923292095849465
FIAT,500,ESS,BERLINE,2 years old,1.4,7.362389113618008
AUDI,A6,ESS,BERLINE,1 year old,5.1,3.5603190483434464
MERCEDES,Classe C,DIES,BREAK,6 to 10 years old,11.7,7.546474882747708
PEUGEOT,308,DIES,BERLINE,3 to 5 years old,0.9,5.356408778815194
MERCEDES,Classe E,ELEC,COUPE,2 years old,5.7,7.412676551187876
MERCEDES,Classe E,ESS,BERLINE,2 years old,8.5,1.6999663295640888
MERCEDES,Classe C,ESS,BERLINE,1 year old,11.5,6.791844171961405
SUZUKI,Vitara,DIES,4X4,3 to 5 years old,2.6,3.946972353121142
FORD,C-Max,ESS,MONOSPACE,3 to 5 years old,11.2,6.471268234919482
BMW,Serie 5,ESS,BREAK,6 to 10 years old,6.8,5.050128790847615
PEUGEOT,Boxer,ESS,UTILITAIRE,1 year old,4.1,7.0630571969570495
MERCEDES,Classe E,ESS,BREAK,6 to 10 years old,12.0,6.818113861839559
MERCEDES,Classe E,DIES,BERLINE,1 year old,0.6,2.414008307077401
AUDI,A6,ESS,SUV,3 to 5 years old,11.4,6.207476190915621
VOLKSWAGEN,Polo,ESS-MHEV,BERLINE,11 years and older,3.6,5.811815700088372
CITROEN,DS 3,DIES,BERLINE,11 years and older,5.2,5.603177184333305
VOLKSWAGEN,Crafter,DIES,UTILITAIRE,Less than 1 year old,12.0,2.95740951605438
BMW,Serie 3,ESS,BERLINE,6 to 10 years old,7.2,9.672297202486485
PEUGEOT,308,ELEC,BERLINE,6 to 10 years old,0.7,2.1849423060424815
OPEL,Astra,ESS,BREAK,6 to 10 years old,7.7,5.00560305440311
FIAT,Ducato,DIES,UTILITAIRE,11 years and older,2.1,1.5682853606965792
TOYOTA,Auris,ESS,BREAK,11 years and older,1.4,4.771503169535754
AUDI,A6,ESS,BERLINE,1 year old,1.5,2.081486885594929
PEUGEOT,308,DIES,BREAK,6 to 10 years old,0.8,6.229698058601049
HYUNDAI,Santa Fe,ESS,SUV,6 to 10 years old,11.9,2.018013349116117
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,11.2,11.212433203920185
SKODA,Octavia,ESS,BERLINE,11 years and older,10.4,6.043668039143017
SEAT,Toledo,DIES,BERLINE,6 to 10 years old,1.5,5.653325015065506
VOLKSWAGEN,Transporter,DIES,UTILITAIRE,6 to 10 years old,11.0,6.585758051348367
AUDI,A4,DIES,BERLINE,1 year old,0.5,8.705366801873266
RENAULT,Laguna,ESS,BREAK,6 to 10 years old,12.0,7.3334680692866625
MERCEDES,Classe E,DIES,BERLINE,3 to 5 years old,10.3,6.1033791071651065
RENAULT,Megane,DIES,BREAK,Less than 1 year old,6.1,6.378861674343786
RENAULT,Clio,DIES,BERLINE,6 to 10 years old,7.0,7.316524815880954
MERCEDES,Classe C,DIES,CABRIOLET,1 year old,10.6,3.0683114860098213
FORD,Fiesta,ESS,BERLINE,1 year old,6.5,2.4426906892358886
AUDI,A6,DIES,SUV,1 year old,11.9,5.251309314784823
PEUGEOT,308,ESS,BERLINE,6 to 10 years old,0.6,7.265538834606668
AUDI,A4,ESS,BERLINE,11 years and older,10.2,5.908426090681731
RENAULT,Megane,ESS,COUPE,11 years and older,1.7,6.874821891472129
OPEL,Astra,ESS,BREAK,2 years old,0.5,2.472138188318854
AUDI,A4,DIES,BERLINE,6 to 10 years old,11.6,6.11467304664009
IVECO,Daily VI,DIES,UTILITAIRE,11 years and older,3.6,4.335022674720999
CITROEN,Jumper,ESS,UTILITAIRE,3 to 5 years old,4.4,2.0580430177831026
VOLKSWAGEN,Golf,ESS,BERLINE,6 to 10 years old,11.9,11.089544394800692
RENAULT,Megane,HYB-DIES,BERLINE,2 years old,12.0,7.488745326025258
PEUGEOT,3008,DIES,MONOSPACE,11 years and older,11.4,2.3255941969473413
BMW,Serie 7,DIES,BERLINE,6 to 10 years old,11.5,1.600367178276416
RENAULT,Modus,DIES,MONOSPACE,6 to 10 years old,3.4,6.480405635323553
BMW,Serie 1,ESS,BERLINE,6 to 10 years old,11.2,7.041399408293966
MERCEDES,Classe E,ESS,BREAK,11 years and older,3.6,2.4598919023925507
AUDI,Q7,ESS,SUV,11 years and older,2.7,6.5578287172712875
MERCEDES,Classe S,ESS,BERLINE,11 years and older,11.6,3.8104569657857175
VOLKSWAGEN,Passat,ESS,BERLINE,6 to 10 years old,12.0,7.37126761406695
SKODA,Superb,ESS,BERLINE,11 years and older,3.0,5.148162523719802
RENAULT,Clio,DIES,BERLINE,Less than 1 year old,11.9,5.1084536410626695
BMW,X1,ESS,SUV,6 to 10 years old,11.0,8.486715054036416
BMW,Serie 3,ESS,BERLINE,11 years and older,0.7,1.8741473115986882
MERCEDES,Classe C,ESS,BERLINE,11 years and older,7.0,4.410535677455601
DACIA,Duster,DIES,SUV,2 years old,2.3,7.954586260875514
SKODA,Octavia,ESS,BERLINE,11 years and older,9.9,4.674549290664922
MERCEDES,Classe E,DIES,BREAK,2 years old,0.8,2.132251823547085
VOLKSWAGEN,Polo,DIES,BERLINE,1 year old,12.0,2.476109075581056
VOLKSWAGEN,Passat,ESS,COUPE,6 to 10 years old,9.0,1.8009942213462322
VOLKSWAGEN,Jetta,DIES,BERLINE,6 to 10 years old,2.5,5.844419231701537
PEUGEOT,308,ESS,BERLINE,11 years and older,10.8,6.291827260076027
CITROEN,C3,ETH,BERLINE,11 years and older,10.3,2.559980058310509
MERCEDES,Classe C,DIES,CABRIOLET,11 years and older,5.8,7.340273574634381
MERCEDES,Classe E,ESS-MHEV,BREAK,2 years old,0.6,6.4839769043669735
MERCEDES,Classe E,ESS,BERLINE,1 year old,1.0,9.529394894791016
MERCEDES,Classe E,DIES,BERLINE,3 to 5 years old,0.9,4.1930409220374685
FORD,Focus,ESS,BERLINE,6 to 10 years old,12.0,4.061158353918669
BMW,X1,ESS,SUV,Less than 1 year old,1.0,2.8420189443527164
BMW,X3,ESS,SUV,11 years and older,11.7,1.250565223979208
HYUNDAI,Kona,DIES,SUV,Less than 1 year old,10.6,3.833297741425051
FORD,Mondeo,ESS,BREAK,Less than 1 year old,4.8,1.9187559016352562
RENAULT,Megane,ESS,COUPE,6 to 10 years old,1.8,4.522141954873808
MERCEDES,Classe C,ESS,BERLINE,11 years and older,9.5,7.601703878358224
CITROEN,C5,ESS,BERLINE,3 to 5 years old,5.2,1.432158960066214
RENAULT,Talisman,DIES,BERLINE,6 to 10 years old,11.3,5.787535508999445
AUDI,A6,ESS,SUV,Less than 1 year old,2.0,5.156077928305765
MERCEDES,Classe S,DIES,BERLINE,3 to 5 years old,4.9,7.857903269026598
PEUGEOT,308,ESS,BREAK,11 years and older,7.8,6.309294293798011
RENAULT,Kangoo,ESS,MONOSPACE,1 year old,3.9,0.9963346251195389
AUDI,A3,DIES,CABRIOLET,3 to 5 years old,1.0,4.3472664844855995
CITROEN,DS 3,DIES,BERLINE,11 years and older,9.5,2.39914055423095
MERCEDES,Classe C,DIES,BERLINE,3 to 5 years old,11.2,2.3465413769716683
RENAULT,Megane,ESS,BERLINE,6 to 10 years old,10.3,1.3362853619085775
MERCEDES,Classe E,DIES,BERLINE,Less than 1 year old,0.6,5.382542211641823
RENAULT,Clio,ESS,BREAK,11 years and older,8.4,4.454842397489906
PEUGEOT,308,ESS,BERLINE,6 to 10 years old,11.5,5.029378623467191
BMW,Serie 3,ESS,BERLINE,6 to 10 years old,10.2,4.27798248860576
VOLKSWAGEN,Tiguan,ESS,SUV,6 to 10 years old,11.7,4.397992672880962
MERCEDES,GT,ESS,COUPE,11 years and older,4.2,3.4457337602602722
AUDI,A7,DIES,BERLINE,3 to 5 years old,0.6,9.227099067742369
MERCEDES,Classe E,ESS,BERLINE,2 years old,0.5,3.604637230289976
MERCEDES,Classe S,DIES,BERLINE,11 years and older,1.1,5.0184417306209355
AUDI,A6,HYB-ESS,BERLINE,2 years old,2.4,3.523417392753397
JEEP,Wrangler,ESS,SUV,1 year old,11.9,4.876254704069296
AUDI,Q7,ESS,SUV,Less than 1 year old,1.5,4.093021354984098
HYUNDAI,i30,ESS,BERLINE,2 years old,0.7,3.6183466850398505
TOYOTA,Corolla,ESS,BREAK,11 years and older,2.2,1.775619240076923
MERCEDES,Classe GLK,ESS,SUV,6 to 10 years old,10.9,9.156886473887605
MERCEDES,Classe E,ESS,COUPE,6 to 10 years old,11.2,5.463233755102471
MERCEDES,Classe E,DIES,CABRIOLET,3 to 5 years old,1.6,5.904500497697126
MERCEDES,Classe E,DIES,BERLINE,11 years and older,0.6,3.3500876031243045
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,5.3,3.2901294364172937
RENAULT,Kangoo,ESS,UTILITAIRE,11 years and older,0.8,7.210940759230766
BMW,X5,ESS,SUV,Less than 1 year old,6.7,2.9495051027128145
AUDI,A4,DIES,BREAK,1 year old,0.5,1.6585010811601173
RENAULT,Megane,DIES,BERLINE,6 to 10 years old,0.8,6.293021075010765
BMW,i3,ESS,BERLINE,3 to 5 years old,0.8,3.713748389795973
MERCEDES,Classe E,ESS,COUPE,11 years and older,10.9,6.568191406154692
MERCEDES,Classe M,ESS,SUV,6 to 10 years old,9.9,1.4168155402380511
RENAULT,Megane,ESS,BERLINE,1 year old,0.6,1.8120549423575163
MINI,Paceman,ESS,SUV,3 to 5 years old,6.7,7.781639200843963
RENAULT,Megane,ESS,BERLINE,6 to 10 years old,11.9,6.525071640537201
MERCEDES,Classe C,ESS,BERLINE,Less than 1 year old,1.1,3.703910409739792
AUDI,A3,ESS,BERLINE,6 to 10 years old,8.1,1.5359990569705877
VOLKSWAGEN,Passat,ESS,BERLINE,2 years old,2.8,5.2797734903607525
MERCEDES,Classe C,ESS,CABRIOLET,11 years and older,10.6,1.369263852652463
BMW,X3,DIES,SUV,3 to 5 years old,11.4,6.935237969153597
MERCEDES,Classe S,DIES,BERLINE,11 years and older,7.6,3.7397842012441744
AUDI,A4,ESS,BREAK,6 to 10 years old,11.1,6.582749812020899
MERCEDES,Classe S,ESS,BERLINE,6 to 10 years old,10.1,6.381669408045942
MERCEDES,Classe E,DIES,BERLINE,11 years and older,5.3,6.284838281947049
PEUGEOT,3008,DIES,SUV,3 to 5 years old,0.6,8.453699474846598
MERCEDES,Classe E,ESS,BERLINE,Less than 1 year old,0.5,6.431783992874939
VOLKSWAGEN,Passat,ESS,BERLINE,3 to 5 years old,8.9,1.5878939923968853
MERCEDES,Classe E,DIES,COUPE,11 years and older,10.5,5.890522939199329
RENAULT,Megane,DIES,COUPE,11 years and older,9.4,1.7374309116346955
SKODA,Rapid,ESS-MHEV,BERLINE,11 years and older,0.6,1.4219007822086955
MERCEDES,Classe C,DIES,BREAK,6 to 10 years old,1.1,2.844566044416855
VOLKSWAGEN,Golf,DIES,BERLINE,2 years old,0.9,6.335618749629855
MERCEDES,Classe CL,DIES,COUPE,Less than 1 year old,6.2,8.139970423638324
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,8.1,3.784250597768289
FORD,Mondeo,DIES,BERLINE,11 years and older,10.0,6.101283857244284
FIAT,Panda,ESS,BERLINE,2 years old,1.3,4.451485742270477
MERCEDES,Classe C,ESS,BREAK,11 years and older,6.2,3.742992715049759
BMW,Serie 4,ESS,BERLINE,11 years and older,4.6,5.478398350992039
FORD,Kuga,ESS,SUV,1 year old,0.8,7.064336505748404
VOLKSWAGEN,Passat,DIES,BREAK,3 to 5 years old,10.9,4.442171424854904
VOLKSWAGEN,Passat,ESS,BERLINE,11 years and older,9.9,8.705280920500067
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,10.9,5.944106820516456
AUDI,RS6,ESS,BREAK,1 year old,3.5,8.842076264493368
MERCEDES,Classe E,DIES,CABRIOLET,Less than 1 year old,0.7,4.776212440253063
MERCEDES,Classe E,ESS,BERLINE,Less than 1 year old,6.7,2.3362164247875183
AUDI,Q8,DIES,SUV,1 year old,1.7,3.7057522832606162
MERCEDES,Classe E,DIES,BERLINE,1 year old,11.8,6.6724950237707565
BMW,X3,DIES,SUV,6 to 10 years old,7.1,7.214262403499966
SKODA,Superb,HYB-ESS,BERLINE,11 years and older,2.9,5.464937209717743
VOLKSWAGEN,Golf,DIES,BREAK,6 to 10 years old,8.6,4.567709198609458
FIAT,Freemont,ELEC,SUV,2 years old,4.7,6.30921646721804
DACIA,Sandero,ESS,BERLINE,1 year old,0.6,1.3813542934764962
RENAULT,Latitude,ESS,BERLINE,11 years and older,8.0,1.961410786608045
AUDI,A4,ESS,BERLINE,Less than 1 year old,5.1,3.8926629960590464
MERCEDES,Classe C,ESS,COUPE,11 years and older,11.3,8.903444382523384
JAGUAR,XF,ESS,BREAK,11 years and older,9.6,3.997335510837912
VOLKSWAGEN,Golf,ESS,BREAK,3 to 5 years old,1.0,5.849704558627122
MERCEDES,Sprinter,HYB-ESS,UTILITAIRE,11 years and older,11.7,4.551118521457166
AUDI,A6,DIES,BERLINE,3 to 5 years old,9.0,9.289651349666466
MERCEDES,Classe E,ELEC,COUPE,Less than 1 year old,0.5,6.822717019311838
MERCEDES,Classe E,ESS,CABRIOLET,11 years and older,11.2,3.7031586575263766
FORD,Ecosport,ESS,SUV,6 to 10 years old,11.9,7.164046532941524
RENAULT,Talisman,DIES,BERLINE,11 years and older,0.7,2.7043106618470043
MERCEDES,Vito,ESS,UTILITAIRE,3 to 5 years old,2.3,8.035296887077482
MERCEDES,Classe E,ESS,BERLINE,2 years old,0.7,1.1013439161903693
SEAT,Ibiza,ESS,BERLINE,2 years old,0.6,2.9906644068760597
MERCEDES,Classe C,DIES,BREAK,3 to 5 years old,1.9,7.209326395977359
PEUGEOT,307,ESS,BERLINE,11 years and older,11.7,8.953288784556998
RENAULT,Clio,ESS,BREAK,11 years and older,0.6,9.31121452105349
BMW,Serie 5,ESS,BERLINE,11 years and older,7.5,2.2758056952193204
PEUGEOT,307,HYB-ESS,BERLINE,2 years old,0.6,4.232753614434215
AUDI,A6,ESS,SUV,11 years and older,11.2,2.0599233982027805
AUDI,A4,ESS,BREAK,6 to 10 years old,10.5,3.623582258716991
BMW,Serie 8,ESS,BERLINE,6 to 10 years old,11.7,8.193755658471941
AUDI,Q8,DIES,SUV,11 years and older,3.6,3.5157422776772886
FORD,Focus,DIES,CABRIOLET,1 year old,5.6,8.78833433682378
MERCEDES,Classe E,DIES,CABRIOLET,2 years old,11.8,9.121124220936078
VOLKSWAGEN,Passat,ESS,COUPE,Less than 1 year old,2.6,7.932117743461708
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,4.3,10.125878777460427
AUDI,A3,ESS,BERLINE,6 to 10 years old,2.3,1.3009293972165503
PEUGEOT,308,ESS,BREAK,6 to 10 years old,3.9,2.120486957548989
MERCEDES,Classe C,DIES,BERLINE,2 years old,6.9,1.7388155962311518
RENAULT,Talisman,ESS,BREAK,1 year old,11.8,4.140989428055643
VOLKSWAGEN,Jetta,ESS,BERLINE,3 to 5 years old,9.4,3.613083383832093
RENAULT,Clio,ESS,BERLINE,1 year old,0.7,8.612227897350948
CHRYSLER,300C,DIES,BERLINE,1 year old,6.6,8.33682201051608
MERCEDES,Classe A,HYB-ESS,BERLINE,6 to 10 years old,1.1,7.103449705499251
MERCEDES,Classe E,ESS-MHEV,BREAK,6 to 10 years old,1.9,4.424869150794085
VOLKSWAGEN,CC,ESS,COUPE,Less than 1 year old,0.8,4.247302123891303
OPEL,Astra,ESS,CABRIOLET,1 year old,8.6,6.044513039938042
MERCEDES,Classe E,ESS,BERLINE,11 years and older,3.1,4.941663794927018
MERCEDES,Classe S,DIES,CABRIOLET,6 to 10 years old,8.8,3.679311746700373
VOLKSWAGEN,Tiguan,ESS,SUV,11 years and older,9.5,3.7456520496731933
MERCEDES,Classe E,DIES,BREAK,3 to 5 years old,1.4,3.247859827151239
MERCEDES,Classe A,DIES,BERLINE,Less than 1 year old,11.8,5.08462032250488
MERCEDES,Classe C,ESS,BERLINE,6 to 10 years old,11.9,4.946103373749106
FORD,Focus,DIES,BREAK,6 to 10 years old,11.1,7.6860254624569615
VOLKSWAGEN,Passat,ESS-MHEV,BERLINE,11 years and older,5.8,7.099573795446589
BMW,Serie 7,ESS,BERLINE,11 years and older,11.9,2.8511859881814843
CITROEN,DS 3,ESS,BERLINE,11 years and older,1.1,5.845153201193166
AUDI,A4,DIES,BREAK,2 years old,5.0,5.08398844050916
BMW,Serie 4,ESS,CABRIOLET,3 to 5 years old,2.5,5.786459751664579
MERCEDES,Classe C,DIES,BERLINE,11 years and older,0.8,6.567579785459222
AUDI,A6,ESS,BERLINE,11 years and older,1.8,4.661161006329751
MERCEDES,Classe E,ESS,BERLINE,11 years and older,1.2,8.114597718973608
AUDI,A4,DIES,BERLINE,2 years old,9.4,4.463161543943177
MERCEDES,Classe E,ESS,BREAK,2 years old,0.6,2.581406218694087
MERCEDES,Classe S,DIES,BERLINE,1 year old,0.8,2.746754456296053
FORD,Ecosport,ESS,SUV,6 to 10 years old,1.5,1.634910896195993
MERCEDES,Classe E,ESS,BREAK,3 to 5 years old,11.3,2.707383007755018
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,8.4,3.9180019284152907
PEUGEOT,308,DIES,BERLINE,Less than 1 year old,10.7,1.8545329812284916
MERCEDES,Classe S,ESS,CABRIOLET,11 years and older,8.2,6.194007488889748
KIA,Niro,DIES,SUV,6 to 10 years old,11.9,3.2956167842267847
AUDI,A6,DIES,BERLINE,3 to 5 years old,9.9,9.630687367682954
AUDI,A5,DIES,COUPE,11 years and older,0.6,7.276239248940608
MERCEDES,Classe E,DIES,COUPE,11 years and older,3.1,9.409837267808856
OPEL,Astra,ESS,BERLINE,6 to 10 years old,6.6,3.968824627583409
MERCEDES,Classe E,DIES,BERLINE,1 year old,0.5,5.0477039165499225
BMW,Serie 6,DIES,COUPE,6 to 10 years old,6.9,5.801003191509622
MERCEDES,Classe E,ESS,COUPE,6 to 10 years old,11.9,5.6074413453869685
RENAULT,Talisman,CNG,BREAK,6 to 10 years old,12.0,7.27301613053411
BMW,Serie 1,ESS,CABRIOLET,1 year old,4.4,9.743405086521898
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,9.2,1.792985267176531
AUDI,A4,ESS,BERLINE,11 years and older,9.8,5.849962223041615
MERCEDES,Classe E,HYB-ESS,BERLINE,6 to 10 years old,12.0,8.051238522733769
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,11.8,6.132861729815033
MERCEDES,Classe C,ESS,BERLINE,6 to 10 years old,12.0,5.930201830776871
OPEL,Astra,DIES,BERLINE,Less than 1 year old,11.9,8.2169147445299
MERCEDES,Classe C,ESS,BREAK,11 years and older,12.0,4.379662295597888
VOLKSWAGEN,Golf,ESS,BREAK,11 years and older,1.1,3.2914686681552965
MERCEDES,Classe C,ESS,BERLINE,6 to 10 years old,3.7,6.033009703313422
MERCEDES,Classe A,DIES,BERLINE,6 to 10 years old,5.7,7.18722698373496
AUDI,A6,ESS,SUV,2 years old,0.5,2.3684679503930166
MERCEDES,Classe E,ESS,CABRIOLET,6 to 10 years old,6.0,9.00837870503293
MERCEDES,Classe C,ESS,COUPE,1 year old,12.0,6.024600151822159
HYUNDAI,Kona,DIES,SUV,3 to 5 years old,5.5,8.156985718575955
MERCEDES,Classe E,DIES,BREAK,Less than 1 year old,1.4,4.361861156559756
MERCEDES,Classe E,ESS,BERLINE,11 years and older,11.7,4.658901143889456
MERCEDES,Classe C,ESS,BERLINE,6 to 10 years old,1.5,9.920395965503431
BMW,Serie 4,ESS,BERLINE,11 years and older,0.7,3.9123985992178536
MERCEDES,Classe E,DIES,COUPE,3 to 5 years old,9.5,8.35105786646956
RENAULT,Kangoo,ESS,SUV,11 years and older,1.6,3.2375616855279485
VOLKSWAGEN,Passat,ESS,BERLINE,3 to 5 years old,1.6,9.778166048383657
DACIA,Logan,ESS,BERLINE,11 years and older,9.2,1.1563732797988675
VOLKSWAGEN,New Beetle,ESS,BERLINE,Less than 1 year old,11.8,6.245274037835843
VOLKSWAGEN,Golf,ESS,BERLINE,11 years and older,1.1,6.708539498485483
MERCEDES,Classe E,ESS,BREAK,6 to 10 years old,11.9,8.443483743712031
ALFA ROMEO,MiTo,ESS,BERLINE,11 years and older,11.8,5.31122825903916
MERCEDES,Classe A,ESS,BERLINE,11 years and older,8.7,5.444366858516064
MERCEDES,Classe E,ESS,BERLINE,11 years and older,4.5,8.727400536674885
AUDI,A6,ESS,BERLINE,6 to 10 years old,8.3,2.2846570004360487
MERCEDES,Classe E,ESS,COUPE,11 years and older,12.0,5.640894145557962
MERCEDES,Classe E,HYB-ESS,COUPE,2 years old,8.4,3.94968422882683
AUDI,A5,DIES,BERLINE,1 year old,7.6,5.101842741330284
MERCEDES,Classe C,ETH,BERLINE,1 year old,0.9,4.741776155618131
BMW,X3,ESS,SUV,1 year old,0.6,3.2195822639106515
AUDI,A3,ESS,BERLINE,Less than 1 year old,0.6,9.492364279764114
RENAULT,Megane,DIES,BERLINE,3 to 5 years old,11.8,4.6643101335843395
SKODA,Octavia,ESS,BREAK,11 years and older,9.2,6.140332063664178
VOLKSWAGEN,Golf,DIES,CABRIOLET,6 to 10 years old,11.8,4.857762172759063
MERCEDES,Classe S,DIES,CABRIOLET,11 years and older,10.9,1.6950879963861725
BMW,Serie 5,DIES,BERLINE,11 years and older,7.7,8.173547423074885
MERCEDES,Classe C,DIES,BERLINE,6 to 10 years old,1.9,7.136919200416613
MERCEDES,Classe M,LPG,SUV,11 years and older,9.6,9.624992390431238
MERCEDES,Classe S,ESS,BERLINE,11 years and older,5.4,2.910991206642964
MERCEDES,Classe B,DIES,MONOSPACE,11 years and older,11.4,3.2218827316558087
FIAT,Grande Punto,ESS,BERLINE,3 to 5 years old,5.5,5.337652809559988
RENAULT,Megane,ESS,BERLINE,Less than 1 year old,1.1,4.86202933694765
AUDI,E-Tron,DIES,SUV,3 to 5 years old,3.4,4.547266725933154
AUDI,A6,ESS-MHEV,SUV,2 years old,0.7,2.795694266261642
MERCEDES,Classe E,ELEC,BERLINE,1 year old,0.6,8.443555960877983
AUDI,A6,ESS,BREAK,6 to 10 years old,6.1,9.017190889825363
AUDI,A7,DIES,BERLINE,Less than 1 year old,1.8,7.341861507223138
MERCEDES,Classe C,DIES,BERLINE,11 years and older,11.1,2.2231020524864635
OPEL,Astra,ESS,BERLINE,3 to 5 years old,7.5,7.978147988630608
PEUGEOT,206,ESS,CABRIOLET,6 to 10 years old,11.7,8.133280421474128
MERCEDES,Classe E,DIES,BERLINE,11 years and older,2.5,4.181910894702618
SEAT,Leon,ESS,BERLINE,11 years and older,6.5,1.123280561062058
CITROEN,DS 5,ESS,BERLINE,6 to 10 years old,11.9,4.225255420532215
MERCEDES,Classe E,ELEC,CABRIOLET,6 to 10 years old,11.1,7.093527094213702
AUDI,R8,ESS,COUPE,1 year old,0.7,2.5629910186286984
